minang,clean_text,label
"abdoel moeis   adolah saurang sastrawan, politikus, jo wartawan indonesia",abdoel moeis adolah saurang sastrawan politikus jo wartawan indonesia,neutral
"tadapek salapan tingkek nan dibukak untuak umum, jo 204 jumalah anak janjang nan dapek dituruni dari",tadapek salapan tingkek nan dibukak untuak umum jo jumalah anak janjang nan dapek dituruni dari,negative
festival nan dipusekkan di rth imam bonjol tasabuik diikuti dek kelurahan sa-kota padang dan bajayo ,festival nan dipusekkan di rth imam bonjol tasabuik diikuti dek kelurahan sa kota padang dan bajayo ,neutral
babarapo jenis hidangan asli indonesia juo kini dapek ditamukan di babarapo nagaro di banua asia,babarapo jenis hidangan asli indonesia juo kini dapek ditamukan di babarapo nagaro di banua asia,positive
kabanyakan ahli obstetrik juo marupokan ginekolog,kabanyakan ahli obstetrik juo marupokan ginekolog,neutral
"prosesnyo, sorang panangkok ikan ka mancari batu-batuan babantuak cakuang di batang aia,nan dipicayo",prosesnyo sorang panangkok ikan ka mancari batu batuan babantuak cakuang di batang aia nan dipicayo,negative
"indak sempat malanjuik-an pandidikannyo, anwar tajun ka dunia usaho pado umua 16 taun",indak sempat malanjuik an pandidikannyo anwar tajun ka dunia usaho pado umua taun,negative
"namun kini, tari pasambahan ditampilan indak anyo dalam acara manyambuik tamu, tapi juo dalam seni p",namun kini tari pasambahan ditampilan indak anyo dalam acara manyambuik tamu tapi juo dalam seni,neutral
bus kaciak atau van juo digunokan salain bus sabagai transportasi alternatif,bus kaciak atau van juo digunokan salain bus sabagai transportasi alternatif,neutral
program ai patamo nan bakarajo ditulih pado 1951 untuak mangarajoan mesin ferranti mark i di univers,program ai patamo nan bakarajo ditulih pado untuak mangarajoan mesin ferranti mark di univers,negative
"sajak masih duduak di bangku sakola, roestam alah banyak manaruah minaik pado soal-soal kabudayoan s",sajak masih duduak di bangku sakola roestam alah banyak manaruah minaik pado soal soal kabudayoan,negative
namo ilmiah dari spesies ko partamo kali ditabik'an pado taun 1981 dek loksa,namo ilmiah dari spesies ko partamo kali ditabik an pado taun dek loksa,neutral
"sampai taun 2013, irwan alah marampuangan 34 judul buku jo saketeknyo 25 riset",sampai taun irwan alah marampuangan judul buku jo saketeknyo riset,negative
"walaupun awal mulonyo marupoan upacaro syi'ah, akan tatapi panduduak tabanyak di pariaman jo daerah ",walaupun awal mulonyo marupoan upacaro syi ah akan tatapi panduduak tabanyak di pariaman jo daerah ,neutral
"pado taun 1908, inyo juo mamutuihkan bahwa tim hanyo akan manggunakan pamain kalahian meksiko karano",pado taun inyo juo mamutuihkan bahwa tim hanyo akan manggunakan pamain kalahian meksiko karano,negative
sigite (special interest group for it education) adolah kalompok karajo acm untuak mandefinisian sta,sigite special interest group for it education adolah kalompok karajo acm untuak mandefinisian sta,neutral
"walaupun kasultanan brunei jo sulu masiang-masiang manguasai pasisia barat jo timur sabah, wilayah p",walaupun kasultanan brunei jo sulu masiang masiang manguasai pasisia barat jo timur sabah wilayah,neutral
paristiwa nan disabuik sabagai paristiwa situjuah ko manjadi bagian indak tapisahan dari pajalanan p,paristiwa nan disabuik sabagai paristiwa situjuah ko manjadi bagian indak tapisahan dari pajalanan,negative
"namun dalam pakambangannyo, pandangkalan kanal atau saluran akibek adonyo pangandapan sedimen di sap",namun dalam pakambangannyo pandangkalan kanal atau saluran akibek adonyo pangandapan sedimen di sap,neutral
sajak aher ketek inyo rutin mambaok gorengan buatan tetangganyo untuak dijua di sapanjang perjalanan,sajak aher ketek inyo rutin mambaok gorengan buatan tetangganyo untuak dijua di sapanjang perjalanan,neutral
tarian alo ambek marupoan tarian nan dilakuan dek duo urang nan dibantu duo pandampiang nan dinamoan,tarian alo ambek marupoan tarian nan dilakuan dek duo urang nan dibantu duo pandampiang nan dinamoan,positive
"baapun, pado saaik publikasinyo, indak kasado urang lantas yakin pado kalabiahan pardagangan bebas: ",baapun pado saaik publikasinyo indak kasado urang lantas yakin pado kalabiahan pardagangan bebas ,negative
salain itu arati mandaliko ko barasa dari bahaso jawa kuno nan bararti indah atau elok,salain itu arati mandaliko ko barasa dari bahaso jawa kuno nan bararti indah atau elok,positive
"namun sajak tahun 1935, pribumi alah memiliki hak nan hampia samo untuak manganyam pandidikan di sik",namun sajak tahun pribumi alah memiliki hak nan hampia samo untuak manganyam pandidikan di sik,negative
"baliau indak manikah dan bantuaknyo mampartahankan hubungan dakek jo ibunyo, di mano baliau tingga s",baliau indak manikah dan bantuaknyo mampartahankan hubungan dakek jo ibunyo di mano baliau tingga,negative
"bina baru marupoan salah satu desa nan talatak di kecamatan kampar kiri tengah, kabupaten kampar, pr",bina baru marupoan salah satu desa nan talatak di kecamatan kampar kiri tengah kabupaten kampar pr,neutral
pado awal taun 2000-an misye bagabuang jo acara televisi ketoprak humor nan dibintangi dek para bint,pado awal taun an misye bagabuang jo acara televisi ketoprak humor nan dibintangi dek para bint,negative
dan si b akan menyerahkan sajumlah uang pado si a sabagai pihak penggadai,dan si akan menyerahkan sajumlah uang pado si sabagai pihak penggadai,neutral
"namo bijayendrawarman disabuik dalam batu basurek lubuak layang, nan ditamuan di pancahan, rao salat",namo bijayendrawarman disabuik dalam batu basurek lubuak layang nan ditamuan di pancahan rao salat,neutral
"ti manyatuan komputasi jo komunikasi berkacapekan tinggi untuak data, suaro, jo video",ti manyatuan komputasi jo komunikasi berkacapekan tinggi untuak data suaro jo video,neutral
"sabalah utara, babateh jo prancis, swiss, austria, dan slovenia sapanjang alpen",sabalah utara babateh jo prancis swiss austria dan slovenia sapanjang alpen,neutral
"dalam pangasiangan di balando, soewardi aktif dalam organisasi para palajar asa indonesia, ""indische",dalam pangasiangan di balando soewardi aktif dalam organisasi para palajar asa indonesia indische,neutral
"babarapo spesies mamalia dilinduangi di pulau tu, tamasuak binturong, monyet ikua panjang, kukang, t",babarapo spesies mamalia dilinduangi di pulau tu tamasuak binturong monyet ikua panjang kukang t,neutral
hal iko dimaklumi karano diwakatu nan basamoan batavia kahabisan dana pulo dalam maadok-i paparangan,hal iko dimaklumi karano diwakatu nan basamoan batavia kahabisan dana pulo dalam maadok paparangan,neutral
"desa tu tapeknyo di desa janiah jaya,kecamatan gunuang tujuah, kabupaten kerinci, jambi",desa tu tapeknyo di desa janiah jaya kecamatan gunuang tujuah kabupaten kerinci jambi,neutral
"saalun tingga di jakarta, kaduo urang tuonyo barasa dari jambi, iyolah kawasan tanjung pinang",saalun tingga di jakarta kaduo urang tuonyo barasa dari jambi iyolah kawasan tanjung pinang,neutral
"cerita nan takanduang dalam majalah-majalah itu babeda-beda, nan bararti pangarang carito iko harus ",cerita nan takanduang dalam majalah majalah itu babeda beda nan bararti pangarang carito iko harus ,negative
"kabiasoan darlis iolah darlis selalu datang pagi-pagi jo bunyi sapatu nan badatak-datak,ciri khasnya",kabiasoan darlis iolah darlis selalu datang pagi pagi jo bunyi sapatu nan badatak datak ciri khasnya,positive
"turkmenistan dibagi manjadi limo provinsi atau ""welayatlar"" (tunggal ""welayat"") dan sabuah wilayah i",turkmenistan dibagi manjadi limo provinsi atau welayatlar tunggal welayat dan sabuah wilayah,neutral
"batipuh baruah adolah salah ciek nagari nan tamasuak ka dalam wilayah kecamatan batipuh, kabupaten t",batipuh baruah adolah salah ciek nagari nan tamasuak ka dalam wilayah kecamatan batipuh kabupaten,neutral
kkia marupoan palabuahan udaro kaduo tasibuak di malaysia salapeh bandara internasional kuala lumpur,kkia marupoan palabuahan udaro kaduo tasibuak di malaysia salapeh bandara internasional kuala lumpur,neutral
osis cup alah balangsuang sajak mulo badirinyo sma negeri 9 padang iko & alah manjadi tradisi turun-,osis cup alah balangsuang sajak mulo badirinyo sma negeri padang iko alah manjadi tradisi turun ,positive
rabab adaolah alaik musik gesek tradisional khas minangkabau nan tabuek dari tampuruang karambia,rabab adaolah alaik musik gesek tradisional khas minangkabau nan tabuek dari tampuruang karambia,positive
"dagiang diirih-irih , dilumuri jo rempah-rempah",dagiang diirih irih dilumuri jo rempah rempah,negative
pado tanggal 6 agustus 1997 politeknik universitas diponegoro dinyatokan mandiri dan lapeh dari mana,pado tanggal agustus politeknik universitas diponegoro dinyatokan mandiri dan lapeh dari mana,neutral
hanya sekolah perwira penerbang sajo nan manggunoan instruktur-instruktur amerika,hanya sekolah perwira penerbang sajo nan manggunoan instruktur instruktur amerika,neutral
"anak surang pangacara dan politisi nan kayo rayo banamo motilal nehru, nehru manjadi pamimpin sayok ",anak surang pangacara dan politisi nan kayo rayo banamo motilal nehru nehru manjadi pamimpin sayok ,negative
"ribery manghabihkan duo taun di sinan, mambantu ""marseillais"" mancapai duo final coupe de france",ribery manghabihkan duo taun di sinan mambantu marseillais mancapai duo final coupe de france,neutral
star cruise pulau pinang ado manyadioan paket langko ka langkawi,star cruise pulau pinang ado manyadioan paket langko ka langkawi,neutral
"di lsm ko, donal fariz batugeh sabagai panaliti hukum pado divisi hukum jo monitoring paradilan indo",di lsm ko donal fariz batugeh sabagai panaliti hukum pado divisi hukum jo monitoring paradilan indo,neutral
baroncah barasa dari kato roncah nan timbah awalan awalan ba-,baroncah barasa dari kato roncah nan timbah awalan awalan ba ,neutral
"walaupun alah ado banyak tulisan yang manuliisan tantang asal usul tari rantak kudo, alun ditemukan ",walaupun alah ado banyak tulisan yang manuliisan tantang asal usul tari rantak kudo alun ditemukan ,neutral
salah ciek paraturan umumnyo adolah umua itiak itu harus baumua antaro 4 sampai 6 bulan sarato sayok,salah ciek paraturan umumnyo adolah umua itiak itu harus baumua antaro sampai bulan sarato sayok,negative
"bintang semu adolah bintang nan indak dapek mahasiakan cahayonyo surang, malainkan mandapek pantulan",bintang semu adolah bintang nan indak dapek mahasiakan cahayonyo surang malainkan mandapek pantulan,positive
"eksentrisitas orbit asteroid ko tacatat sagadang 0.447, samantaro magnitudo mutlaknyo adolah 20.2",eksentrisitas orbit asteroid ko tacatat sagadang samantaro magnitudo mutlaknyo adolah ,neutral
kedelai marupoan sumber utamo protein nabati jo minyak nabati dunia,kedelai marupoan sumber utamo protein nabati jo minyak nabati dunia,neutral
"salain itu, tethyopsis mortenseni dapek juo manyerap oksigen dari aia malalui proses difusi",salain itu tethyopsis mortenseni dapek juo manyerap oksigen dari aia malalui proses difusi,neutral
"smith maninggakan banyak catatan jo material nan indak dipublikasian, tapi maagiah instruksi untuak ",smith maninggakan banyak catatan jo material nan indak dipublikasian tapi maagiah instruksi untuak ,positive
lis darmansyah,lis darmansyah,neutral
"pado tanggal 30 agustus 1999, dalam sabuah referendum nan disponsori pbb, mayoritas rakyaik timor ti",pado tanggal agustus dalam sabuah referendum nan disponsori pbb mayoritas rakyaik timor ti,neutral
2006 fe adolah sabuah asteroid, fe adolah sabuah asteroid,negative
"kabupaten rejang lebong adolah sabuah kabupaten di provinsi bengkulu, indonesia",kabupaten rejang lebong adolah sabuah kabupaten di provinsi bengkulu indonesia,neutral
glenea anna adolah kumbang tanduak panjang dari famili cerambycidae,glenea anna adolah kumbang tanduak panjang dari famili cerambycidae,neutral
"kini ko palai bada banyak basobok di sajumlah daerah di sumatera barat, utamonyo daerah pasisia atau",kini ko palai bada banyak basobok di sajumlah daerah di sumatera barat utamonyo daerah pasisia atau,neutral
"film partamo nan digarapnyo adolah """" pado tahun 1976",film partamo nan digarapnyo adolah pado tahun ,neutral
soeripto marupoan alumnus amn magelang 1960,soeripto marupoan alumnus amn magelang ,neutral
"manuruik sensus as taun 2003, ado sajumlah 37,1 juta warga kulik hitam di as, nan bararti 12,9 parse",manuruik sensus as taun ado sajumlah juta warga kulik hitam di as nan bararti parse,neutral
rusli indak manjalani tugasnyo sampai salasai karano dibarantian sacaro hormat ditangah jalan,rusli indak manjalani tugasnyo sampai salasai karano dibarantian sacaro hormat ditangah jalan,negative
barisan tiang iko mambatasi dindiang balakang jo bagian muko biliak,barisan tiang iko mambatasi dindiang balakang jo bagian muko biliak,negative
"katiko chairil anwar manjadi panyiar radio japang di jakarta, chairil kanai hati pado sri ayati, tat",katiko chairil anwar manjadi panyiar radio japang di jakarta chairil kanai hati pado sri ayati tat,neutral
"inyo maatua pangurangan utang negara hampiang 30% dari gdp dari 60%, mambuek panjualan utang negara ",inyo maatua pangurangan utang negara hampiang dari gdp dari mambuek panjualan utang negara ,neutral
"pambaharuan tu yakninyo marubah pola panarimoan murid, namun kontribusi sakolah rajo sabagai lambago",pambaharuan tu yakninyo marubah pola panarimoan murid namun kontribusi sakolah rajo sabagai lambago,negative
"teuku umar (laia di meulaboh, kasultanan aceh, 1854 - maningga di meulaboh, 11 februari 1899) adolah",teuku umar laia di meulaboh kasultanan aceh maningga di meulaboh februari adolah,neutral
"antaro 1958 inggo 1968, moussay batanggung jawek ateh umaik katolik di duo provinsi, ninh thuân jo b",antaro inggo moussay batanggung jawek ateh umaik katolik di duo provinsi ninh thuan jo,negative
"helevetia tangah, kec",helevetia tangah kec,neutral
"tjoet nyak dhien maningga pado tanggal 6 november 1908 lalu dikubuaan di gunuang puyuah, sumedang",tjoet nyak dhien maningga pado tanggal november lalu dikubuaan di gunuang puyuah sumedang,neutral
"dalam pamarentahan, irwan jo sby alah manjalin hubuangan dalam kapasitas irwan sabagai katua komisi ",dalam pamarentahan irwan jo sby alah manjalin hubuangan dalam kapasitas irwan sabagai katua komisi ,neutral
"tuntang adolah sabuah kecamatan di kabupaten semarang, jawa tengah, indonesia",tuntang adolah sabuah kecamatan di kabupaten semarang jawa tengah indonesia,neutral
"pihak panguruih pun mandatangan palatih baru, andre (deva mahenra), nan dikana subagai panari senior",pihak panguruih pun mandatangan palatih baru andre deva mahenra nan dikana subagai panari senior,neutral
"pamarentah kabupaten agam maadoan program renovasi untuak manjadiannyo destinasi wisata baru, jo bas",pamarentah kabupaten agam maadoan program renovasi untuak manjadiannyo destinasi wisata baru jo bas,neutral
koto sikakap digunokan sabagai pusek operasi bantuan bakaitan jo gampo bumi sumatera oktober 2010,koto sikakap digunokan sabagai pusek operasi bantuan bakaitan jo gampo bumi sumatera oktober ,neutral
"33,4% parokok aktif baumua di antaro 30 inggo 34 taun", parokok aktif baumua di antaro inggo taun,negative
"dengan gelar miss teenager metropolitan (1970), inyo diincar dek produser tati & son untuak bamain",dengan gelar miss teenager metropolitan inyo diincar dek produser tati son untuak bamain,neutral
"sabagai tambahan lainnyo, ha li fa juo mambuek wonton, ngo hiang, yong tau fu jo babagai makanan asi",sabagai tambahan lainnyo ha li fa juo mambuek wonton ngo hiang yong tau fu jo babagai makanan asi,negative
"sabalun wujuik namo nagari terengganu, satu romboangan pahang alah datang mamburu di kawasan hulu",sabalun wujuik namo nagari terengganu satu romboangan pahang alah datang mamburu di kawasan hulu,neutral
mulonyo inyo bakarajo untuak surek kaba mingguan/harian singgalang dan haluan,mulonyo inyo bakarajo untuak surek kaba mingguan harian singgalang dan haluan,neutral
"biasonyo basipaik jinak, tapi indak manuruik kamungkinan ubuangan jo adonyo luko trauma",biasonyo basipaik jinak tapi indak manuruik kamungkinan ubuangan jo adonyo luko trauma,negative
tari indang atau nan labiah dikana urang jo tari dindin badindin marupokan salah satu tari tradision,tari indang atau nan labiah dikana urang jo tari dindin badindin marupokan salah satu tari tradision,neutral
spesies ko juo marupokan bagian dari genus neonesiotes dan ordo araneae,spesies ko juo marupokan bagian dari genus neonesiotes dan ordo araneae,neutral
"sajumlah aspek budaya benda daerah pasisia dipangaruhi dek kasultanan aceh, tamasuak rumah gadangnyo",sajumlah aspek budaya benda daerah pasisia dipangaruhi dek kasultanan aceh tamasuak rumah gadangnyo,neutral
"berdiri di jantuang pusek kota nan kosmopolitan, smansa medan mandidiak siswa maabdikan ilmu untuak ",berdiri di jantuang pusek kota nan kosmopolitan smansa medan mandidiak siswa maabdikan ilmu untuak ,positive
"syekh burhanuddin nan manatap di nagari ulakan, pariaman adolah murik dari ulama basa asa aceh, syek",syekh burhanuddin nan manatap di nagari ulakan pariaman adolah murik dari ulama basa asa aceh syek,neutral
"??? ????? ????? ""wajab al-shukru alayn?"" jo wajik kito katoan sukur  ?? ??? ??? ??? ""m? da? lill?h", wajab al shukru alayn jo wajik kito katoan sukur m da lill,neutral
inyo adolah adiak kanduang dari pamain ganda putra lainnyo markis kido sarato kakak dari pabulutangk,inyo adolah adiak kanduang dari pamain ganda putra lainnyo markis kido sarato kakak dari pabulutangk,neutral
"sman 2 batusangkar badiri pado tahun 1996 dan marupoan kelas jauah dari sma negeri 1 batusangkar, ga",sman batusangkar badiri pado tahun dan marupoan kelas jauah dari sma negeri batusangkar ga,neutral
"satalah anam bulan jo klub tu, ribery pindah ka turki pado januari 2005 bagabuang jo galatasaray di ",satalah anam bulan jo klub tu ribery pindah ka turki pado januari bagabuang jo galatasaray di ,neutral
"baliau bakuaso saparampek abaik tarakhia, iyolah awal abaik vii hinggo awal abaik viii, tapeknyo ant",baliau bakuaso saparampek abaik tarakhia iyolah awal abaik vii hinggo awal abaik viii tapeknyo ant,neutral
tokoh favorit dari gigi adolah spongebob squarepants jo angry birds,tokoh favorit dari gigi adolah spongebob squarepants jo angry birds,neutral
"rangsang barat adolah marupoan kecamatan di kabupaten kepulauan meranti, provinsi riau, indonesia",rangsang barat adolah marupoan kecamatan di kabupaten kepulauan meranti provinsi riau indonesia,neutral
"baliaupun manajamahan karya-karya william shakespeare (drama ""julius caesar"") sarato rabindranath ta",baliaupun manajamahan karya karya william shakespeare drama julius caesar sarato rabindranath ta,neutral
ibu kotanyo talatak di penajam,ibu kotanyo talatak di penajam,neutral
"pado mulonyo, marah suryanto adolah wartawan surek kaba ""jayakarta,"" media terbitan jakarta",pado mulonyo marah suryanto adolah wartawan surek kaba jayakarta media terbitan jakarta,neutral
"dalam upayo mamparoleh dukuangan dari parlemen untuak mendukuang hamzah, irwan makobi tokoh-tokoh ku",dalam upayo mamparoleh dukuangan dari parlemen untuak mendukuang hamzah irwan makobi tokoh tokoh ku,neutral
"gusti asnan, dr",gusti asnan dr,neutral
desy mulai main film dan sinetron,desy mulai main film dan sinetron,neutral
lowe di observatorium palomar,lowe di observatorium palomar,neutral
"perenovasian dilakuan hanyo di bagian bawah surau, takah dindiang kayu nan kini diganti jo tembok, p",perenovasian dilakuan hanyo di bagian bawah surau takah dindiang kayu nan kini diganti jo tembok p,neutral
"bandar picak marupoan salah satu desa nan talatak di kecamatan koto kampar hulu, kabupaten kampar, p",bandar picak marupoan salah satu desa nan talatak di kecamatan koto kampar hulu kabupaten kampar p,neutral
"nasab rasulullah sampai adnan disapakati dek para ulama, sadangkan sasudah adnan tajadi pabedaan pan",nasab rasulullah sampai adnan disapakati dek para ulama sadangkan sasudah adnan tajadi pabedaan pan,negative
"sarato pasatuan wartawan indonesia (pwi) sabagai badan tatinggi insan press nasional, manyadioan tan",sarato pasatuan wartawan indonesia pwi sabagai badan tatinggi insan press nasional manyadioan tan,neutral
ibu kotanyo iolah curup,ibu kotanyo iolah curup,negative
thalib mampalajari ajaran sekte salafi dari syekh jamilurrahman as-salafi al-afghani di provinsi kun,thalib mampalajari ajaran sekte salafi dari syekh jamilurrahman as salafi al afghani di provinsi kun,neutral
"salain itu, ditamuan pulo nekara di bukik timbang dayang di pulau banggi nan barasa dari 2.0002.500",salain itu ditamuan pulo nekara di bukik timbang dayang di pulau banggi nan barasa dari ,neutral
namo ilmiah dari spesies ko partamo kali ditabik'an pado taun 1995 dek barrion & litsinger,namo ilmiah dari spesies ko partamo kali ditabik an pado taun dek barrion litsinger,neutral
"vi/mubes-iv/ lemkari/1990, pasal 3, iyolah mengubah namo organisasi dari lambago karyawan dakwah isl",vi mubes iv lemkari pasal iyolah mengubah namo organisasi dari lambago karyawan dakwah isl,neutral
"katiko sampai di barbari, mareka disambuik hangat",katiko sampai di barbari mareka disambuik hangat,neutral
"baliau marupoan pandiri sumatera thawalib, sakolah islam modern nan partamo di indonesia",baliau marupoan pandiri sumatera thawalib sakolah islam modern nan partamo di indonesia,neutral
giuliani dan g,giuliani dan,neutral
"pangkalan serai marupoan salah satu desa nan talatak di kecamatan kampar kiri hulu, kabupaten kampar",pangkalan serai marupoan salah satu desa nan talatak di kecamatan kampar kiri hulu kabupaten kampar,neutral
"salain tu, di pantai pulau tioman tadapek spesies nan endemik",salain tu di pantai pulau tioman tadapek spesies nan endemik,positive
di kawasan padesaan masih umum dijumpoi anggota kaluargo dari tigo inggo ampek generasi nan tingga d,di kawasan padesaan masih umum dijumpoi anggota kaluargo dari tigo inggo ampek generasi nan tingga,neutral
iko sadonyo marupokan hasil karajinan rakyaik dari nagari-nagari di sakita pagaruyuang antaro lain s,iko sadonyo marupokan hasil karajinan rakyaik dari nagari nagari di sakita pagaruyuang antaro lain,neutral
"nagara ko babateh jo rwanda di utara, tanzania di selatan jo timur, sarato republik demokratik kongo",nagara ko babateh jo rwanda di utara tanzania di selatan jo timur sarato republik demokratik kongo,neutral
di rumah jo leluasa edison ketek dapek mambaco buku-buku ilmiah dewasa jo mulai maadoan babagai pacu,di rumah jo leluasa edison ketek dapek mambaco buku buku ilmiah dewasa jo mulai maadoan babagai pacu,neutral
"untuak mampadalam ilmu agamo, tuanku tambusai pai baraja ka bonjol jo ka rao di sumatera barat",untuak mampadalam ilmu agamo tuanku tambusai pai baraja ka bonjol jo ka rao di sumatera barat,neutral
"pado 2013, populasi irak mancapai 35 juta jiwa di tangah ladakan populasi pasca parang",pado populasi irak mancapai juta jiwa di tangah ladakan populasi pasca parang,neutral
"malalak tadiri dari 4 nagari yakni nagari malalak utara, nagari malalak selatan, nagari malalak timu",malalak tadiri dari nagari yakni nagari malalak utara nagari malalak selatan nagari malalak timu,neutral
gurut uma atau disabuik juo sabagai punen gurut uma adolah upacara adat dalam suku mentawai nan dila,gurut uma atau disabuik juo sabagai punen gurut uma adolah upacara adat dalam suku mentawai nan dila,neutral
tetapi generasi mudo sarupo kito kini indak mengenal namanyo,tetapi generasi mudo sarupo kito kini indak mengenal namanyo,negative
"satalah proklamasi kemerdekaan indonesia, sutan hidayat syah diangkek sabagai bupati partamo pado ta",satalah proklamasi kemerdekaan indonesia sutan hidayat syah diangkek sabagai bupati partamo pado ta,neutral
"ibadah nan biaso dilakukan di masajik antaro lain salat bajama'ah, caramah agamo, parayaan hari gada",ibadah nan biaso dilakukan di masajik antaro lain salat bajama ah caramah agamo parayaan hari gada,negative
"tiang-tiang panyangga saliang tahubuang sistem pasak, tanpa menggunoan paku",tiang tiang panyangga saliang tahubuang sistem pasak tanpa menggunoan paku,neutral
"salain itu,"" sutera harbour golf and country club"" dakek pusek kota nan dibangun di ateh tanah rekla",salain itu sutera harbour golf and country clu dakek pusek kota nan dibangun di ateh tanah rekla,positive
hatta dipugar baliak dan taun 19511953 dijadian sabagai stasiun peternakan pamarentah dan diagiah n,hatta dipugar baliak dan taun dijadian sabagai stasiun peternakan pamarentah dan diagiah,neutral
"""manchester's state of the city report"" manyatokan bahwa jasa kauangan dan profesional, industri sai", manchester state of the city report manyatokan bahwa jasa kauangan dan profesional industri sai,neutral
al-hafidz ibnu asakir mariwayaikan baso mandeh kanduang nabi ibrahim banamo amilah,al hafidz ibnu asakir mariwayaikan baso mandeh kanduang nabi ibrahim banamo amilah,neutral
bisnis prabowo maliputi saketeknyo 27 parusahaan nan bagerak di sektor babedo,bisnis prabowo maliputi saketeknyo parusahaan nan bagerak di sektor babedo,neutral
"topoloveni adolah sabuah kota nan ado di county arge?, rumania",topoloveni adolah sabuah kota nan ado di county arge rumania,neutral
asteroid ko ditamukan pado tanggal 29 agustus 2002 dek r,asteroid ko ditamukan pado tanggal agustus dek,neutral
daerah iko manjadi tanamo lantaran pamandangan padang rumpuiknyo nan mirip jo peternakan padang rump,daerah iko manjadi tanamo lantaran pamandangan padang rumpuiknyo nan mirip jo peternakan padang rump,positive
"pambangunan ko dimulai tanggal 6 juli 1889, difungsikan untuak maubuangkan padang jo tambang batu ba",pambangunan ko dimulai tanggal juli difungsikan untuak maubuangkan padang jo tambang batu ba,neutral
website priangan.org juo batujuan untuak mancegah inflasi karano mambantu petani dan konsumen untuak,website priangan org juo batujuan untuak mancegah inflasi karano mambantu petani dan konsumen untuak,neutral
"surakarta talatak sakitar 65 km timur lauik yogyakarta, 100 km tanggaro samarang dan 260 km barat da",surakarta talatak sakitar km timur lauik yogyakarta km tanggaro samarang dan km barat da,neutral
"salanjuiknyo pado taun 1668, voc bajayo mausia pangaruah kasultanan aceh jo mananaman pangaruahnyo d",salanjuiknyo pado taun voc bajayo mausia pangaruah kasultanan aceh jo mananaman pangaruahnyo,negative
nurdin maningga dunia pado 14 juni 1987 di jakarta pado umua 71 taun,nurdin maningga dunia pado juni di jakarta pado umua taun,negative
anwar sutan saidi  adolah pangusaha sarato pajuang pagarakan kamardekaan indonesia,anwar sutan saidi adolah pangusaha sarato pajuang pagarakan kamardekaan indonesia,neutral
2001 oy108 adolah sabuah objek transneptunus, oy108 adolah sabuah objek transneptunus,neutral
"pasambahan marupokan pambicaroan duo pihak, dialog antaro si pangka jo si alek untuak manyampaikan m",pasambahan marupokan pambicaroan duo pihak dialog antaro si pangka jo si alek untuak manyampaikan,neutral
pado tanggal 27 maret 1976 baliau dilantiak dek presiden soeharto sabagai duta basa lua biaso sarato,pado tanggal maret baliau dilantiak dek presiden soeharto sabagai duta basa lua biaso sarato,neutral
"salain itu, ahmad heryawan juo manata ulang tugas pokok, fungsi, dan rincian unit dan tata karajo ba",salain itu ahmad heryawan juo manata ulang tugas pokok fungsi dan rincian unit dan tata karajo ba,neutral
"sekip adolah salah satu kelurahan di kecamatan lima puluh, pekanbaru, riau, indonesia",sekip adolah salah satu kelurahan di kecamatan lima puluh pekanbaru riau indonesia,neutral
"gadis mangagumi polard dek berdedikasi dan mamulai karier jadi guru di nepal, pakistan dan afrika",gadis mangagumi polard dek berdedikasi dan mamulai karier jadi guru di nepal pakistan dan afrika,neutral
"mareka manyewo babarapo rumah di ujung selatan pantai dari saurang thailand takamuko, tuan sunthorn",mareka manyewo babarapo rumah di ujung selatan pantai dari saurang thailand takamuko tuan sunthorn,neutral
jokowi pernah manjabat gubernur dki jakarta sajak 15 oktober 2012 sampai 16 oktober 2014 didampiangi,jokowi pernah manjabat gubernur dki jakarta sajak oktober sampai oktober didampiangi,neutral
"kota iko sampek mati, satalah panambangan batu baro dihantian",kota iko sampek mati satalah panambangan batu baro dihantian,negative
"syarifah nawawi (laia di bukiktinggi, 1896 - maningga di jakarta, 17 april 1988 pado umua 91 taun) a",syarifah nawawi laia di bukiktinggi maningga di jakarta april pado umua taun a,neutral
"dalam rubrik ""i'lam"", ""djauharah"" jo bamacam caro maminta palanggan untuak mambayia pitih langganann",dalam rubrik lam djauharah jo bamacam caro maminta palanggan untuak mambayia pitih langganann,neutral
adopun harago langganan untuak lua hindia belanda nan samulo f.2.50 satahun manjadi 4.80 satahun,adopun harago langganan untuak lua hindia belanda nan samulo satahun manjadi satahun,neutral
namun pado partangahan abaik ke-19 patani alah manjadi korban panaklukan karajaan siam,namun pado partangahan abaik ke patani alah manjadi korban panaklukan karajaan siam,negative
masih dikaji apokoh abdullah masih taruih malawan korupsi sacaro diam-diam atau baliau alah sangajo ,masih dikaji apokoh abdullah masih taruih malawan korupsi sacaro diam diam atau baliau alah sangajo ,negative
versi iko juo memasuakan model pemrograman berorientasi objek ka dalam php untuak manjawek pakambang,versi iko juo memasuakan model pemrograman berorientasi objek ka dalam php untuak manjawek pakambang,positive
"film nan diproduksi pado taun 2015, iko disutradarai dek garin nugroho, djo pameran utamo reza rahar",film nan diproduksi pado taun iko disutradarai dek garin nugroho djo pameran utamo reza rahar,neutral
"ocnele mari adolah sabuah kota nan ado di county vâlcea, rumania",ocnele mari adolah sabuah kota nan ado di county valcea rumania,neutral
