created_at;full_text;tweet_url
Sun Jul 07 15:53:42 +0000 2024;Kapolda apa tkt memeriksa oknum pihak polri atau ada skenario apa..Jabatan dan usia ditangan Tuhan Kapolda Sumbar Tetap Meyakini Dugaan Afif Maulana Tewas karena Lompat ke Sungai https://t.co/tjHvuPQ6Dc;https://x.com/ittmktechnology/status/1809979111961665703
Sun Jul 07 15:50:09 +0000 2024;@kl__san Anjirrr mendingan jengkol semur kecap wkwkwk;https://x.com/afifmaulana_20/status/1809978215584485642
Sun Jul 07 15:19:33 +0000 2024;@Miduk17 Ha ha ha Tipikal seperti Bambang Wuryanto mau urus kasus Afif Maulana Jhon ..Mimpi Bila berkaitan dg kekuasaan Yang Mulya Joko nih org paling duluan bela. Kasus rakyat kecil tak ada nilainya Dimata PoliTIKUS apapun latar belakang Parpol nya kelak;https://x.com/DarneNyoman/status/1809970517027516812
Sun Jul 07 15:10:04 +0000 2024;Perlu suara2 dan perhatian politisi besar seperti Bambang Pacul agar kasus Afif Maulana tidak hilang begitu saja Terlalu banyak kasus yang melibatkan oknum penegak hukum selalu berusaha ditutupi Politisi itu mesti berani mengambil sikap bukan malah memilih DIAM https://t.co/rnKs9N7avA;https://x.com/JhonSitorus_18/status/1809968131517067637
Sun Jul 07 14:19:35 +0000 2024;Pakar Ini Beberkan Analisis dan Ragukan Afif Maulana Tewas Lompat ke Sungai https://t.co/8R1Ht9aIs3;https://x.com/Riau24Com/status/1809955424927629374
Sun Jul 07 14:15:19 +0000 2024;@pandji Bang bahas Afif Maulana;https://x.com/UserSabun/status/1809954352557424728
Sun Jul 07 14:10:00 +0000 2024;Ragukan Afif Maulana Tewas Lompat ke Sungai Pakar Beberkan Analisis https://t.co/rpFH9G7X1o;https://x.com/democrazymedia/status/1809953012984807624
Sun Jul 07 07:50:22 +0000 2024;@DrEvaChaniago Tentram damai adek Afif Maulana beristirahat panjang di Sisi ALLAH sebaik baik tempat kembali bukan di dunia ini .;https://x.com/Lis_Priyadi1234/status/1809857475996446918
Sun Jul 07 07:49:41 +0000 2024;@Opposisi6690 Tentram damai adek Afif Maulana beristirahat panjang di Sisi ALLAH sebaik baik tempat kembali bukan di dunia ini .;https://x.com/Lis_Priyadi1234/status/1809857305766494576
Sun Jul 07 07:17:41 +0000 2024;Rencana kunker untuk mendalami penyebab kematian Afif Maluana disampaikan Ketua Komisi III DPR Bambang Pacul. Semoga segera terang benderang. @ListyoSigitP @DivHumas_Polri Komisi III DPR Bakal Dalami Kematian Afif Maulana Kapolda Sumbar Siap-Siap Saja. https://t.co/KniEQ6Tp8o;https://x.com/ch_chotimah2/status/1809849251977130224
Sun Jul 07 07:04:37 +0000 2024;Terang Benderang Analisis Tajam Reza Indragiri Soal Kematian Afif Maulana yang Disebut Kapolda Sumbar karena Terjun ke Sungai: Begini analisis tajam psikolog forensik Reza Indragiri soal kematian Afif Maulana yang disebut Kapolda Sumbar karena terjun ke https://t.co/qCcJRDnBN2 https://t.co/2MT4eJ6mEU;https://x.com/tvOneNews/status/1809845963785400774
Sun Jul 07 06:19:16 +0000 2024;Polda Sumbar Nyatakan Siap Hadapi Laporan LBH Padang dan KontraS ke Divpropam Polri Soal Kematian Afif Maulana via @infosumbar https://t.co/APFzh41awA #infosumbar;https://x.com/Iconman221/status/1809834549821743549
Sun Jul 07 06:13:35 +0000 2024;Kapolda Sumbar Klaim Afif Maulana Meninggal Bukan karena Aniaya Polisi: Berdasarkan Keterangan Dokter Forensik https://t.co/ZmpRGHu3Ln #News;https://x.com/liputan6dotcom/status/1809833119111082335
Sun Jul 07 05:20:34 +0000 2024;Kapolda Sumbar: Penyebab Kematian Afif Maulana Akibat Loncat dari Ketinggian 18 Meter https://t.co/0Xs0n2LaFT;https://x.com/merdekadotcom/status/1809819778279997864
Sun Jul 07 05:03:56 +0000 2024;1. Vina cirebon 2. Afif maulana 3. Rumah wartawan kebakaran setelah meliput judi para oknum oknum.. Saya yakin rakyat masih percaya kepada satpam BCA;https://x.com/kliikbaiit/status/1809815590074536005
Sun Jul 07 04:49:16 +0000 2024;Polda Sumbar Buka Hotline Pengaduan Soal Penemuan Mayat Afif Maulana via @infosumbar https://t.co/kDVdyAroMt #infosumbar;https://x.com/infoSumbar/status/1809811900764762345
Sun Jul 07 04:25:57 +0000 2024;Kmaren di bekasi ada ini nih @afifmaulana_20 wkwkwk;https://x.com/kl__san/status/1809806032291656188
Sun Jul 07 04:16:04 +0000 2024;Orang Tua Bocah Afif Maulana Bantah Tuduhan Kapolda Sumbar https://t.co/kHvyY4W3UF;https://x.com/GoRiauCom/status/1809803546260566482
Sun Jul 07 04:01:04 +0000 2024;Kapolda Sumbar Tetap Meyakini Dugaan Afif Maulana Tewas karena Lompat ke Sungai https://t.co/LEWxjCT9ZD #TempoMetro;https://x.com/tempodotco/status/1809799772246806605
Sun Jul 07 03:21:30 +0000 2024;@kompascom Harus diusut tuntas jangan ada anak anak yang bernasib seperti almarhum Afif Maulana https://t.co/2BuPdypnH4;https://x.com/Muhayya__/status/1809789812855173469
Sun Jul 07 03:04:35 +0000 2024;Rekan Afif Maulana Bantah Semua Informasi yang Beredar Buka Suara Soal Kejadian Sebenarnya Sebelum Ditemukan Meninggal: Kasus Afif Maulana pelajar SMP di Padang yang meninggal diduga dianiaya oleh polisi perlahan terkuak. Rekan yang memboncenginya https://t.co/txE0x8PwnY https://t.co/REqYvWJWEO;https://x.com/tvOneNews/status/1809785557268197610
Sun Jul 07 03:01:06 +0000 2024;Kapolda Sumbar: Keterangan 10 Dokter Forensik Afif Maulana Tak Dianiaya https://t.co/8iUVV5IVkC;https://x.com/IDNTimes/status/1809784677865254938
Sun Jul 07 02:57:11 +0000 2024;Keluarga Afif Maulana mencari keadilan dengan mendatangi Komnas HAM Lembaga Perlindungan Saksi Korban (LPSK) dan (Propam) Mabes Polri. https://t.co/k7aT9L1iCL;https://x.com/kompascom/status/1809783693093007742
Sun Jul 07 01:01:41 +0000 2024;Komentar Menohok Praktisi Hukum soal Kematian Afif Maulana: Kapolda Sumbar Irjen Pol Suharyono Cegah Anak Muda Bunuh-bunuhan: Praktisi Hukum Pidana Pitra Romadoni Nasution mengapresiasi Langkah yang diambil jajaran Polda Sumatera Barat dalam melakukan https://t.co/XlqiRvfwUV https://t.co/8jbrVvo1yY;https://x.com/tvOneNews/status/1809754626826375655
Sun Jul 07 00:00:38 +0000 2024;Miris Kondisi TKP Tewasnya Afif LBH Padang Mencium Galagat Pengaburan Fakta: Baru-baru ini mencuat soal kabar kondisi miris TKP tewasnya Afif Maulana (13). Sontak hal itu membuat LBH Padang mencium gelagat upaya pengaburan fakta. https://t.co/BrgXX6jynH https://t.co/zOp0sKuE58;https://x.com/tvOneNews/status/1809739262721683921
Sat Jul 06 23:56:00 +0000 2024;@PartaiSocmed Tum sekarang nggak mengawal kasus Indonesia berdarah lagi ya? seperti Afif Maulana di Sumbar atau ASN Saksi kasus koruptor yang dibunuh ;https://x.com/masmasonline/status/1809738096512233818
Sat Jul 06 22:52:32 +0000 2024;@BosPurwa Bukan alasan lagi ini sih sdh memfitnah almarhum Afif Maulana;https://x.com/egpuptoyou/status/1809722127412793463
Sat Jul 06 20:04:37 +0000 2024;Polda Sumbar Ditantang LBH Padang Usai Klaim Bukti Afif Bawa Pedang: Seusai Polda Sumbar klaim punya bukti Afif Maulana (13) bawa pedang. LBH Padang serang Polda Sumbar dengan komentar yang menohok. https://t.co/TZBlXtnK82 https://t.co/0nvQYb1W8f;https://x.com/tvOneNews/status/1809679869497995268
Sat Jul 06 19:33:06 +0000 2024;Kasus Kematian Afif Maulana: Polda Sumbar Kalim Belum Terima Permintaan Ekshumasi LPSK Soal Saksi https://t.co/S7vAtbaxmw;https://x.com/KompasTV/status/1809671936257204707
Sat Jul 06 19:24:24 +0000 2024;Kenapa Polisi sangat anti dengan CCTV? https://t.co/cP3kEE2sFs #polisi #polri #polda #polres #cctv #rekaman #barangbukti #video #km50 #tragedikanjuruhan #vinacirebon #afif #afifmaulana https://t.co/uEy2vyOVrX;https://x.com/wartabavana/status/1809669746197164333
Sat Jul 06 18:43:00 +0000 2024;Semakin Viral..! Kapolda Sumbar klaim punya bukti foto Afif Maulana bawa Pedang Penelusuran @IDNTimes temukan Fakta itu foto jauh sebelum peristiwa terjadi Miris..anak sdh meninggal terus di framing dicari salahnya mulu sementara anggotanya yg bersalah kgak diframing blas! https://t.co/ZxzwgcccmR;https://x.com/WagimanDeep212_/status/1809659329903227380
Sat Jul 06 17:20:35 +0000 2024;@konde_co Cerita keluarga Afif Maulana https://t.co/qF0jR4xLtn;https://x.com/Fathurrahman_22/status/1809638585936810174
Sat Jul 06 16:40:24 +0000 2024;@5teV3n_Pe9eL Hmmm... Gini yaa kerja @DivHumas_Polri @yanmas_reskrim @ahriesonta Bisa jadi seperti ini juga pada kasus vina @PolresCirebon @Polda_Jabar Juga kasus afif maulana @Hms_poldasumbar Begitulah kira² jendral @ListyoSigitP Salam Pre sisi ;https://x.com/logika_saia/status/1809628474803650573
Sat Jul 06 16:11:45 +0000 2024;*Mahasiswa Geruduk Mapolda Sumbar Soroti Kasus Kematian Afif Maulana* https://t.co/zCgiUpxfOt;https://x.com/RiauIntegritas/status/1809621265746895099
Sat Jul 06 16:06:26 +0000 2024;@Tan_Mar3M @ListyoSigitP Berat banget ya pak @ListyoSigitP .. Kasus Eky dan Vina sama Kasus Afif Maulana saja babak belur banget rasanya. Semoga cepet beres aja ya Pak coba lebih tegas pak.;https://x.com/TukangLaundry10/status/1809619928611209561
Sat Jul 06 15:58:33 +0000 2024;@tempodotco Karena Terhapus Otomatis ini lah Negara Indonesia Ku. Namun Sangat Bangga nya atas klaim Punya bukti Afif Maulana bawa pedang . https://t.co/EKhrExUAln;https://x.com/cabeasam/status/1809617943917150254
Sat Jul 06 14:59:41 +0000 2024;Hari ini Hujan enaknya sih Rebahan pake Daster terus beduaan Ciuman di Malam1 #harimaumalaya #malam1suro #Kominfo #pilgubjateng #AfifMaulana #malamminggu https://t.co/VGLPZd11Qf;https://x.com/Gacormso303/status/1809603131455721598
Sat Jul 06 14:37:54 +0000 2024;@txtdrimedia Yg memviralkan sudah ketemu dan minta maaf terus selanjutnya apa @DivHumas_Polri? bagaimana kelanjutan kasus Afif Maulana sudah ditemukan belum para pelaku penganiayaan nya kira2 hukuman apa yang pantas diberikan kepada oknum polisi yg melaku;https://x.com/DWahyuW2/status/1809597645427732695
Sat Jul 06 13:02:17 +0000 2024;Makin Panas LBH Padang Tuduh Polda Sumbar Kaburkan Kasus Usai Foto Afif Maulana Pegang Pedang Dikantongi Polisi: Kasus kematian Afif Maulana seorang bocah berusia 13 tahun asal Padang yang diduga disiksa oleh polisi semakin panas dan tengah menjadi https://t.co/rNloHrT3cU https://t.co/484VakA6y5;https://x.com/tvOneNews/status/1809573585457139832
Sat Jul 06 12:57:07 +0000 2024;Hmmmm beli sepatunya bulan depan aja deh yaa wkwkwkwk bulan ini lumayan banyak juga pengeluarannya ;https://x.com/afifmaulana_20/status/1809572282479907306
Sat Jul 06 12:52:09 +0000 2024;Bambang Pacul: Setelah kunker Komisi III DPR akan memutuskan perlu tidaknya memanggil pihak kepolisian untuk RDP. Ini baru wakil rakyat. Komisi III DPR Bakal Dalami Kematian Afif Maulana Kapolda Sumbar Siap-Siap Saja https://t.co/RNwlO3LIIE;https://x.com/Anak__Ogi/status/1809571033118306564
Sat Jul 06 12:33:36 +0000 2024;@Dee_Rose82 Semoga ALLAH SWT memberikan perlindungan serta pertolongan pada Uni Indira Suryani dalam mengungkap kasus tewasnya Afif Maulana;https://x.com/herimaryadi6/status/1809566365071954282
Sat Jul 06 12:23:16 +0000 2024;Ayah Afif Maulana Afrinaldi mengecam tindakan Kapolda Sumbar Irjen Suharyono yang menyebar foto Afif sedang memegang pedang. Menurut Afrinaldi foto itu sengaja digunakan Kapolda Sumbar untuk menggiring opini publik. #IDNTimesNews #CekFaktaIDNTimes https://t.co/QGcZjTcxgP https://t.co/dQMShMhvWA;https://x.com/IDNTimes/status/1809563764313739286
Sat Jul 06 12:20:50 +0000 2024;Kapolda Sumbar Irjen Pol Suharyono menyebar foto Afif Maulana (13) yang sedang memegang pedang dengan wajah diblur. Dalam foto tersebut Afif mengenakan jaket berwarna dengan garis kuning biru dan putih serta celana pendek hitam. #IDNTimesNews https://t.co/EclGdLPdiW https://t.co/S7CT9BsqrK;https://x.com/IDNTimes/status/1809563151517745622
Sat Jul 06 11:30:35 +0000 2024;@Phillatheria Afif Maulana ;https://x.com/_rynto/status/1809550507175969061
Sat Jul 06 11:30:00 +0000 2024;Perburuan Selesai! Polisi Dapati Sosok Yang 'Viralkan' Kasus Kematian Afif Maulana Irjen Suharyono Bongkar Isi Pengakuannya https://t.co/zaH6GCjC6O;https://x.com/democrazymedia/status/1809550361130332202
Sat Jul 06 11:02:12 +0000 2024;Polda Sumbar Buka Posko Pengaduan Kasus Kematian Afif Maulana: Polda Sumbar membuka posko pengaduan dan pengumpulan data atau informasi terkait dengan kasus kematian Afif Maulana yang tewas akibat dianiaya oknum polisi. https://t.co/UFVnSwT972 https://t.co/B3wf5tKgx1;https://x.com/tvOneNews/status/1809543362963464390
Sat Jul 06 11:02:06 +0000 2024;Benang Kusut Kematian Afif Maulana soal Tak Ada Rekaman CCTV Kapolda Sumbar Malah Bilang Anggotanya Lakukan Hal Mengejutkan Ini: Kasus kematian Afif Maulana (13) yang diduga dianiaya oknum polisi sebelum tewas terus menjadi sorotan seusai Polda https://t.co/ZUOJxFCbCx https://t.co/dQycjZhPZY;https://x.com/tvOneNews/status/1809543340662354112
Sat Jul 06 10:20:00 +0000 2024;Komentar Menohok LBH Padang Soal Polda Sumbar 'Pamer' Foto Afif Maulana Memegang Pedang Ternyata Hanya... https://t.co/IV6jEWoSKG;https://x.com/democrazymedia/status/1809532743748821247
Sat Jul 06 09:46:55 +0000 2024;Komentar Menohok LBH Padang Soal Polda Sumbar 'Pamer' Foto Afif Maulana Memegang Pedang Ternyata Hanya.. https://t.co/Ll8YUDg3Sc https://t.co/Ll8YUDg3Sc;https://x.com/posaktualcom/status/1809524418713932264
Sat Jul 06 09:27:57 +0000 2024;Kapolda Sumbar Punya Video Afif Maulana Ajak Tawuran Sambil Pegang Pedang Keluarga Teriak Fitnah! https://t.co/BFQ10S4oML;https://x.com/jogjaposid/status/1809519645088711136
Sat Jul 06 09:23:14 +0000 2024;Sumbar. Namun pada tanggal 30 Juni 2024 Kapolda Sumatera Barat Inspektur Jenderal Suharyono membantah adanya penyiksaan oleh anggotanya dalam kasus kematian anak 13 tahun. Kematian Afif Maulana bukan karena kekerasan melainkan patah tulang rusuk.;https://x.com/BEMFISIPUNSIL/status/1809518460273320439
Sat Jul 06 09:08:05 +0000 2024;Kontroversi Kasus Kematian Afif Maulana Kapolda Sumbar Dilaporkan ke Propam Mabes Polri Ini Beberapa Hal yang Dinilai Penuh Kejanggalan #BNetwork https://t.co/AJUVIPBcKi;https://x.com/Beritasatu/status/1809514648129196518
Sat Jul 06 09:03:13 +0000 2024;Polda Sumbar Buka Hotline Pengaduan Kasus Kematian Afif Maulana https://t.co/WARM2tOzlh;https://x.com/VIVAcoid/status/1809513419760075156
Sat Jul 06 08:55:10 +0000 2024;Komentar Menohok LBH Padang Soal Polda Sumbar 'Pamer' Foto Afif Maulana Memegang Pedang Ternyata Hanya.. https://t.co/pKoyzTrkPH https://t.co/kuH3z8qCJj;https://x.com/geloraco/status/1809511394473062469
Sat Jul 06 08:47:38 +0000 2024;Koordinator Advokasi Lembaga Bantuan Hukum (LBH) Padang Diki Rafiqi menyebut pernyataan Kapolda Sumatera Barat (Sumbar) Irjen Suharyono yang mengaku memiliki video Afif Maulana memegang pedang untuk tawuran merupakan upaya mengaburkan kasus tewasnya Afif. Menurutnya video itu https://t.co/ccbvEgEvZE;https://x.com/pikiran_rakyat/status/1809509501168677139
Sat Jul 06 08:44:03 +0000 2024;Bantah Foto Afif Maulana Bawa Senjata LBH Padang Minta Polisi Hentikan Giring Opini Buruk https://t.co/WM3ixjHcQV https://t.co/6WTyT78bQ2;https://x.com/Bisniscom/status/1809508597577228656
Sat Jul 06 08:39:45 +0000 2024;@FunJunkies Bos rental: ga pernah lapor polisi Korban kanjuruhan: pemabok Afif Maulana: gangster Apa lagi?;https://x.com/asarochi/status/1809507514637271401
Sat Jul 06 08:30:35 +0000 2024;Polda Sumbar Kumpulkan Informasi Kasus Afif Maulana Lewat Hotline https://t.co/ILf9ztGrjt;https://x.com/IDNTimesSumsel/status/1809505208873230345
Sat Jul 06 08:21:59 +0000 2024;Komisi III @DPR_RI yang diketuai Komandante Bambang Patjul akan ke Sumbar dalami kasus kematian bocah 13th Afif Maulana.. Silahkan ketar ketir.. https://t.co/TeQBjB2zg1 https://t.co/SNSEYO02Mo;https://x.com/WagimanDeep212_/status/1809503046424228330
Sat Jul 06 08:09:05 +0000 2024;Komentar Menohok LBH Padang Soal Polda Sumbar 'Pamer' Foto Afif Maulana Memegang Pedang Ternyata Hanya..: LBH Padang merespons soal Kapolda Sumbar Irjen Suharyono yang mendapatkan foto Afif Maulana diduga korban penganiayaan oknum polisi di Padang https://t.co/HeEK9PPj0U https://t.co/OPALDyX5gC;https://x.com/tvOneNews/status/1809499799080837406
Sat Jul 06 08:02:56 +0000 2024;@piyopikavet tapi gw agak ayem dikit dok. kemarin kasus Afif Maulana para mahasiswa di sumatera barat masih mau geruduk polda sumbar. terus kasus Dekan FK Unair dipecat para sejawatnya dan mahasiswanya langsung bikin aksi dan orasi di surabaya. at least k;https://x.com/koganenohikari/status/1809498251953074315
Sat Jul 06 08:01:40 +0000 2024;TKP Kematian Afif Maulana Rusak oleh Alat Berat LBH Padang Curiga Upaya Pengaburan Fakta https://t.co/KathQ1hYPB;https://x.com/KompasTV/status/1809497931445415947
Sat Jul 06 08:00:35 +0000 2024;Polda Sumbar Buka Posko Pengaduan Kasus Kematian Afif Maulana https://t.co/ErSSBkdrvq;https://x.com/PadangViva/status/1809497658379366435
Sat Jul 06 07:57:51 +0000 2024;MORAL rusak Hati Nurani MATI. ?? #NoViralNoJustice #AfifMaulana https://t.co/fNnexxuZpu;https://x.com/6ang_Razin/status/1809496973072064667
Sat Jul 06 07:37:45 +0000 2024;Apa gitu maksudnya? Afif Maulana udah meninggal juga ga ada signifikansinya ungkap foto beliau pegang pedang.;https://x.com/DjajaBaroe/status/1809491913684201736
Sat Jul 06 07:15:54 +0000 2024;Polda Sumbar membuka posko pengaduan dan pengumpulan data terkait penemuan mayat Afif Maulana di bawah jembatan Kuranji Padang. Selain itu bagi masyarakat yang mempunyai informasi kasus tersebut juga bisa menyampaikan melalui hotline. #detikSumut #PoldaSumbar #AfifMaulana https://t.co/wT63nmu5FK;https://x.com/detiksumut_/status/1809486415572467969
Sat Jul 06 06:59:52 +0000 2024;Pemilik Akun yang Viralkan Kasus Kematian Afif Maulana Kini Minta Maaf Simak Berita Selengkapnya! https://t.co/kyy6a40V1V;https://x.com/baperanewscom/status/1809482378492145790
Sat Jul 06 06:55:43 +0000 2024;Bambang Pacul menyoroti kasus Afif Maulana Padang Sumatera Barat. Dr kunker inilah pihaknya baru dapat memutuskan perlu tidaknya memanggil pihak kepolisian untuk rapat dengar pendapat (RDP) bersama Komisi III DPR utk menggali lebih dlm kasus Afif. https://t.co/VByWL3iP28 https://t.co/gs0XW5JP9g;https://x.com/_zhyme/status/1809481334659903624
Sat Jul 06 06:47:08 +0000 2024; Keluarga mengecam Kapolda Sumbar gunakan foto Afif untuk memfitnah Kapolda Sumatra Barat (Sumbar) Irjen Pol Suharyono menyebar foto Afif Maulana (13) yang sedang memegang pedang dengan wajah diblur. Dalam foto tersebut Afif mengenakan jaket berwarna dengan garis kuning https://t.co/PWGwl22MHD;https://x.com/Aryprasetyo85/status/1809479173012172947
Sat Jul 06 06:44:31 +0000 2024;Benarkah Foto Tersebut Foto Afi Maulana Remaja 13 Tahun Yang Meninggal?? Kalau Ternyata Bukan Kalian Sungguh Sangat BIADAB Sekali Afif Maulana Sudah Meninggal Saja Masih Kalian Fitnah Demi Menyelamatkan Aggota Yg Menganiaya! Kapolda Sumbar Klaim Punya Video Afif Maulana https://t.co/WHIQFz2lCz;https://x.com/Aryprasetyo85/status/1809478516393799893
Sat Jul 06 06:04:42 +0000 2024;DPR RI Minta Mabes Polri Usut Kematian Afif Maulana DI Sumatera Barat https://t.co/Nxna9iqMhl;https://x.com/BegayePontianak/status/1809468496172007537
Sat Jul 06 05:56:06 +0000 2024;3 Hal Soal TKP Penemuan Mayat Afif Maulana yang Diduga Rusak https://t.co/YFtOu889Zr #TempoMetro;https://x.com/tempodotco/status/1809466330187431940
Sat Jul 06 05:42:11 +0000 2024;Kapolda Sumbar Klaim Punya Bukti Afif Maulana Bawa Pedang Ini Tanggapan LBH Padang https://t.co/iWQjQu4cQk #TempoMetro;https://x.com/tempodotco/status/1809462830552477973
Sat Jul 06 05:39:11 +0000 2024;Polisi Perbolehkan Keluarga Lakukan Otopsi Ulang Jasad Afif Maulana Melalui Ekshumasi https://t.co/1sDsIQq6TV;https://x.com/KompasTV/status/1809462077012209868
Sat Jul 06 05:25:35 +0000 2024;Top 3 News: Penampakan Afif Maulana saat Pose Memegang Pedang Panjang https://t.co/9YrtutLd0A #News;https://x.com/liputan6dotcom/status/1809458650953761243
Sat Jul 06 01:03:50 +0000 2024;Polda Sumbar Buka Posko Pengaduan Terkait Kasus Tewasnya Afif Maulana https://t.co/BQmzQfUuZm;https://x.com/CelahSumbar/status/1809392781317796340
Sat Jul 06 00:33:12 +0000 2024;Polda Sumbar Buka Posko Pengaduan Kasus Afif Maulana Masyarakat Diundang Beri Kesaksian https://t.co/CQx8rCfknJ #TempoMetro;https://x.com/tempodotco/status/1809385073147568565
Fri Jul 05 23:23:08 +0000 2024;and also fly high little boy alm Afif Maulana semoga beliau cepat dapat keadilan aamiin ;https://x.com/aintyapper/status/1809367437110046748
Fri Jul 05 23:14:18 +0000 2024;@txtdrimedia Polisinya takut x yak makayanya yg nyebarin kematiaan alm afif maulana jdi suruu minta maaf;https://x.com/NHaffizh/status/1809365217937403988
Fri Jul 05 23:05:15 +0000 2024; Slogan Melindungi mengayomi dan melayani hanya untuk institusi sendiri. yuk kita berdo'a buat para korban KM50 afif maulana dan yg lain nya #revolusiakhlak #tegakankeadilan #lawankedzaliman https://t.co/boLmnPaUWc;https://x.com/blackshark7890/status/1809362938115059790
Fri Jul 05 21:47:33 +0000 2024;Polda Sumbar : kami akan mencari orang yang viralkan kematian Afif Maulana Kompas : kami yang viralin pak ada apa? Polda Sumbar : ooo ngga ngga bukan anda tapi yang satunya lagi;https://x.com/koshirodicky/status/1809343386253750630
Fri Jul 05 20:30:10 +0000 2024;Rencana Autopsi Ulang Jasad Afif Maulana Polisi Belum Terima Surat Permintaan Ekshumasi Resmi https://t.co/7nbIQQCfII;https://x.com/KompasTV/status/1809323910099529907
Fri Jul 05 18:14:26 +0000 2024;Terhindar tuduhan? Tidak segampang itu Rudolfo. . . Foto dan Video Afif Maulana Bawa Pedang Panjang Tersebar Luas di Jagat Maya Irjen Suharyono 'Sumringah' Terhindar dari Tuduhan - https://t.co/cpzlajZZb2;https://x.com/ethadisaputra/status/1809289752778273030
Fri Jul 05 17:50:06 +0000 2024;@Tan_Mar3M Biasa itu dibunuh difitnah. KM 50 begitu Briptu Joshua juga sekarang giliran bocah Afif Maulana. Gau tau kedrpan siapa lagi . Mudah2an anak cucu pemfitnah ga mengalami hal yg demikian kasihan yang salah engkong nye;https://x.com/bunda_1170/status/1809283629832364272
Fri Jul 05 17:38:40 +0000 2024;@BosPurwa @ListyoSigitP Polda Sumbar Mengaku Siap Hadapi Pelaporan Kasus Afif Maulana ke Propam Polri https://t.co/qzKeAJR7pY;https://x.com/okezonenews/status/1809280749926863009
Fri Jul 05 16:50:11 +0000 2024;@txtdrimedia Yang diburu anak remaja tanggung yang viralkan kemarin Afif Maulana. Kasus kematian Afif jadi abu-abu karena CCTV diobok-obok karena terlalu banyak polisi yang menganiaya nya.;https://x.com/marpaung913/status/1809268547774029874
Fri Jul 05 16:45:10 +0000 2024;@apratamaa516 @tempodotco ANGK0T88! Tragis banget kasus ini. Maju terus tempo terus suarakan kebenaran untuk Afif Maulana!;https://x.com/KitBi33274965/status/1809267286962032725
Fri Jul 05 16:27:34 +0000 2024;Polisi Buka Hotline Pengaduan Terkait Tewasnya Afif Maulana https://t.co/WPg1NwiwV5;https://x.com/merdekadotcom/status/1809262856036401641
Fri Jul 05 16:23:34 +0000 2024;Niat bener cari alasan! Kapolda Sumbar Ungkap Foto Afif Maulana Berpose Sambil Pegang Pedang https://t.co/DQe1HUYeiZ;https://x.com/BosPurwa/status/1809261851727008231
Fri Jul 05 15:25:00 +0000 2024;Adanya kejanggalan pada kematian Afif Maulana membuat keluarga Afif sepakat melakukan ekshumasi demi berjuang mengungkap penyebab kematian Afif. Apa saja fakta-fakta lainnya? Simak selengkapnya di #PopNewsKompasTV besok pkl 09.30 WIB! https://t.co/rUTSoY8ekA https://t.co/8cSpk8fEwb;https://x.com/KompasTV/status/1809247111592153574
Fri Jul 05 15:15:07 +0000 2024;Kasus Kematian Afif Maulana di Kuranji Kota Padang Ketua DPR Puan Maharani Akan Turun Langsung - https://t.co/8DQIGtev26;https://x.com/benteng_sumbar/status/1809244625934455232
Fri Jul 05 15:09:37 +0000 2024;APAKAH MASI SEMANGAT KAWAL KASUS ALMARHUM AFIF MAULANA SAUDARA?? #SaveAfifMaulana Dilanjutkan retweet like Kalau tidak silakan isi kolom komentar. Tolong Kasih kami alasannya. JANGAN SAMPAI REDUP. Terimakasih OPPOSIS6690 https://t.co/HTYBvJgWmV;https://x.com/Opposisi6690/status/1809243240195137961
Fri Jul 05 14:51:14 +0000 2024;@ababe @txtdrberseragam Keluarga Afif Maulana marah karena disuruh tanda tangan supaya kasus tidak lanjut ANGKOT88. Ini jelas salah!;https://x.com/Thienmai8123/status/1809238613462487431
Fri Jul 05 14:47:27 +0000 2024;@abu_waras Afif Maulana Pahlawan;https://x.com/SuyadiPatmo/status/1809237663108710762
Fri Jul 05 14:43:45 +0000 2024;SUDAH DICOPOT BELUM PAK Irjen Suharyono DIREKTUR SABHARA KOMBES AC ITU PAK?? PUBLIK TUNGGU ITU 17 ANAK BUAH PAK KOMBES AC menyatakan melanggar aturan MENYIKSA 18 REMAJA SALAH SATU AFIF MAULANA TEWAS DITANGAN ANAK BUAH ANDA?? OPPOSISI6690 #SaveAfifMaulana https://t.co/iRdPS8FdHt;https://x.com/Opposisi6690/status/1809236729968353381
Fri Jul 05 14:15:00 +0000 2024;Kapolda Sumatera Barat Irjen Suharyono pada Kamis (4/7/2024) mempersilakan keluarga Afif Maulana melalui kuasa hukum dan LBH Padang melaporkan dirinya atas dugaan pelanggaran etik ke Divisi Profesi dan Pengamanan Polri di Jakarta. #VideoBerita #Kompas59 https://t.co/tkNSBvndoj;https://x.com/hariankompas/status/1809229495460614347
Fri Jul 05 13:54:21 +0000 2024;afif maulana wisata non halal dekan fk unair pemerintahan koncol;https://x.com/mediolady/status/1809224299854848050
Fri Jul 05 13:43:00 +0000 2024;Kem*tian seorang remaja bernama Afif Maulana di Sumatera Barat belum ditemukan ujungnya. Sontak hal itu membuat Kapolda Sumbar Irjen Suharyono angkat bicara. Di mana ia katakan tak masalah dilaporkan oleh Kontras dan LBH Padang. Simak pembahasan selengkapnya di video berikut https://t.co/N8aKKW4m07;https://x.com/tvOneNews/status/1809221443835830398
